都道府県,高校名,郵便番号,住所,学校独自URL
島根県,江津高等学校,695-0021,島根県 江津市都野津町293,https://www.gohtsu.ed.jp/
島根県,益田高等学校,698-0017,島根県 益田市七尾町1-17,https://www.masuda.ed.jp/
島根県,大社高等学校,699-0722,島根県 出雲市大社町北荒木1473,https://www.taisha.ed.jp/
島根県,島根中央高等学校,696-0001,島根県 邑智郡川本町川本222,https://www.shimane-chuo.ed.jp/
島根県,浜田高等学校,697-0024,島根県 浜田市黒川町3749,http://www.hamakou.ed.jp/
島根県,島根県立浜田水産高等学校,697-0051,島根県 浜田市瀬戸ケ島町25-3,http://www.shimanet.ed.jp/hamasui/
島根県,出雲工業高等学校,693-0022,島根県 出雲市上塩冶町420,http://www.izumo-th.ed.jp
島根県,松江商業高等学校,690-8525,島根県 松江市浜乃木8-1-1,https://www.matsusho.ed.jp/
島根県,松江農林高等学校,690-8507,島根県 松江市乃木福富町51,https://www.matsuno.ed.jp/
島根県,横田高等学校,699-1821,島根県 仁多郡奥出雲町稲原2178-1,https://www.yokota.ed.jp/
島根県,三刀屋高等学校・掛合分校,690-2701,島根県 雲南市掛合町掛合3601,https://www.kakeko.ed.jp/
島根県,三刀屋高等学校,690-2404,島根県 雲南市三刀屋町三刀屋912-2,https://www.mitoya-hs.ed.jp/
島根県,江津工業高等学校,695-0011,島根県 江津市江津町1477,http://www.gotsu-th.ed.jp/
島根県,浜田商業高等学校,697-0062,島根県 浜田市熱田町675,https://www.shimane-hamasho.ed.jp/
島根県,松江南高等学校,690-8519,島根県 松江市八雲台1-1-1,https://matsue-minami.ed.jp/
島根県,邇摩高等学校,699-2301,島根県 大田市仁摩町仁万907,https://www.nima.ed.jp/
島根県,安来高等学校,692-0031,島根県 安来市佐久保町115,http://www.yasugi-hs.ed.jp/
島根県,大田高等学校,694-0064,島根県 大田市大田町大田イ568,https://ohda-hs.ed.jp/
島根県,出雲高等学校,693-0001,島根県 出雲市今市町1800,https://www.izumo-hs.ed.jp/
島根県,松江工業高等学校,690-8528,島根県 松江市古志原4-1-10,https://www.matsue-th.ed.jp/
島根県,出雲農林高等学校,693-0046,島根県 出雲市下横町950,https://www.izuno.ed.jp/
島根県,飯南高等学校,690-3401,島根県 飯石郡飯南町野萱800,http://iinan.ed.jp/
島根県,出雲商業高等学校,693-0011,島根県 出雲市大津町2525,http://www.shimanet.ed.jp/izusho/
島根県,矢上高等学校,696-0198,島根県 邑智郡邑南町矢上3921,http://www.yakami.ed.jp
島根県,松江北高等学校,690-0872,島根県 松江市奥谷町164,http://www.matsuekita.ed.jp/
島根県,石見智翠館高等学校,695-8502,島根県 江津市渡津町1904-1,https://www.iwamichisuikan.ed.jp/
島根県,津和野高等学校,699-5605,島根県 鹿足郡津和野町後田ハ12-3,https://www.tsuwano.ed.jp
島根県,隠岐高等学校,685-8512,島根県 隠岐郡隠岐の島町有木尼寺原1,https://www.oki-hs.ed.jp/
島根県,キリスト教愛真高等学校,695-0002,島根県 江津市浅利町1826-1,https://aishinhigh.ed.jp/
島根県,立正大学淞南高等学校,690-8517,島根県 松江市大庭町1794-2,https://www.shonangakuen-h.ed.jp/
島根県,情報科学高等学校,692-8500,島根県 安来市能義町310,http://www.shimanet.ed.jp/johokoko/
島根県,松江西高等学校,690-0015,島根県 松江市上乃木3-21-10,https://www.matsuenishi-h.ed.jp/
島根県,出雲北陵高等学校,693-0073,島根県 出雲市西林木町3,https://izumohokuryo-h.ed.jp/
島根県,隠岐島前高等学校,684-0404,島根県 隠岐郡海士町福井1403,http://www.dozen.ed.jp/
島根県,吉賀高等学校,699-5522,島根県 鹿足郡吉賀町七日市937,http://www.yoshika.ed.jp/
島根県,松江東高等学校,690-0823,島根県 松江市西川津町510,https://www.matsuehigashi.ed.jp/
島根県,隠岐水産高等学校,685-8555,島根県 隠岐郡隠岐の島町東郷字吉津2,http://www.shimanet.ed.jp/okisui/
島根県,明誠高等学校,698-0006,島根県 益田市三宅町7-37,https://www.meisei-masuda.ed.jp/
島根県,開星高等学校,690-0017,島根県 松江市西津田9-11-1,http://kaisei.matsue.shimane.jp/
島根県,宍道高等学校（通信・定時）,699-0492,島根県 松江市宍道町宍道1586,https://www.shinji-h.ed.jp/
島根県,出雲西高等学校,693-0032,島根県 出雲市下古志町1163,https://www.izumonishikou.jp/
島根県,浜田高等学校（定時制）,697-0024,島根県 浜田市黒川町3749,https://teitsu.hamakou.ed.jp/
島根県,松江市立皆美が丘女子高等学校,690-0835,島根県 松江市西尾町540-1,http://www.shijyo.city.matsue.shimane.jp/
広島県,広島工業大学高等学校,733-0842,広島県 広島市西区井口5-34-1,https://www.kodaikoko.ed.jp/zennichi/
広島県,呉青山高等学校,737-0023,広島県 呉市青山町2-1,https://www.kureaoyama.ed.jp/
広島県,英数学館高等学校,721-8502,広島県 福山市引野町980-1,https://www.eisu-ejs.ac.jp
広島県,広島新庄高等学校,731-2198,広島県 山県郡北広島町新庄848,https://www.shinjou.jp/
広島県,銀河学院高等学校,721-0921,広島県 福山市大門町大門119-8,http://www.ginga.ac.jp
広島県,広島県立佐伯高等学校,738-0222,広島県 廿日市市津田850,https://www.saeki-h.hiroshima-c.ed.jp
広島県,Ｎ高等学校・Ｓ高等学校　広島キャンパス（通信制）,730-0051,広島県 広島市中区大手町3-1-9広島鯉城通りビル 4階,
広島県,広島城北高等学校,732-0015,広島県 広島市東区戸坂城山町1-3,https://hiroshimajohoku.ed.jp/school/
広島県,福山暁の星女子高等学校,721-8545,広島県 福山市西深津町3-4-1,https://www.akenohoshi.ed.jp/
広島県,進徳女子高等学校,734-0007,広島県 広島市南区皆実町一丁目1-58,https://www.shintoku.ed.jp
広島県,広島県瀬戸内高等学校,732-0047,広島県 広島市東区尾長西2-12-1,https://www.setouchi-h.ed.jp/
広島県,山陽高等学校,733-8551,広島県 広島市西区観音新町4-12-5,https://www.sanyo.ed.jp/
広島県,飛鳥未来高等学校　広島キャンパス（通信制）,732-0827,広島県 広島市南区稲荷町1-27,
広島県,広島文教大学附属高等学校,731-0222,広島県 広島市安佐北区可部東1-2-3,https://www.h-bunkyo.ac.jp/highschool/
広島県,可部高等学校,731-0222,広島県 広島市安佐北区可部東四丁目27番1号,http://www.kabe-h.hiroshima-c.ed.jp/
広島県,広高等学校,737-0141,広島県 呉市広大新開3-6-44,https://www.hiro-h.hiroshima-c.ed.jp/
広島県,庄原格致高等学校,727-0021,広島県 庄原市三日市町515,https://www.shobarakakuchi-h.hiroshima-c.ed.jp/
広島県,広島県立広島皆実高等学校,734-0001,広島県 広島市南区出汐2-4-76,https://www.minami-h.hiroshima-c.ed.jp/index.html
広島県,広島観音高等学校,733-0034,広島県 広島市西区南観音町4-10,https://www.kanon-h.hiroshima-c.ed.jp/
広島県,県立広島工業高等学校,734-0001,広島県 広島市南区出汐2-4-75,http://www.hiroshima-th.hiroshima-c.ed.jp/
広島県,県立広島商業高等学校,730-0847,広島県 広島市中区舟入南6-7-11,https://www.hiroshima-ch.hiroshima-c.ed.jp/
広島県,千代田高等学校,731-1503,広島県 山県郡北広島町有間600-1,http://www.chiyoda-h.hiroshima-c.ed.jp/
広島県,加計高等学校,731-3501,広島県 山県郡安芸太田町加計3780-1,https://www.kake-h.hiroshima-c.ed.jp/
広島県,広島大学附属福山高等学校,721-8551,広島県 福山市春日町5-14-1,https://www.hiroshima-u.ac.jp/fu_fukuyama
広島県,加計高等学校芸北分校,731-2323,広島県 山県郡北広島町川小田10075-15,http://www.kakegeihoku-h.hiroshima-c.ed.jp/
広島県,廿日市高等学校,738-0004,広島県 廿日市市桜尾3-3-1,https://www.hatsukaichi-h.hiroshima-c.ed.jp/
広島県,広島国泰寺高等学校,730-0042,広島県 広島市中区国泰寺町1-2-49,https://www.kokutaiji-h.hiroshima-c.ed.jp/
広島県,海田高等学校,736-0051,広島県 安芸郡海田町つくも町1-60,https://www.kaita-h.hiroshima-c.ed.jp/
広島県,宮島工業高等学校,739-0425,広島県 廿日市市物見西二丁目6番1号,https://www.miyajima-th.hiroshima-c.ed.jp/
広島県,広島大学附属高等学校,734-0005,広島県 広島市南区翠1-1-1,https://www.hiroshima-u.ac.jp/fu_midori
広島県,松永高等学校,729-0112,広島県 福山市神村町113,http://www.matsunaga-h.hiroshima-c.ed.jp/
広島県,呉商業高等学校,737-0112,広島県 呉市広古新開4-1-1,https://www.kure-ch.hiroshima-c.ed.jp
広島県,世羅高等学校,722-1193,広島県 世羅郡世羅町本郷870,https://www.sera-h.hiroshima-c.ed.jp/
広島県,福山工業高等学校,720-0815,広島県 福山市野上町三丁目9番2号,https://www.fukuyama-th.hiroshima-c.ed.jp/
広島県,大柿高等学校,737-2213,広島県 江田島市大柿町大原1118-1,https://www.ogaki-h.hiroshima-c.ed.jp/
広島県,広島県立総合技術高等学校,729-0417,広島県 三原市本郷南5-25-1,http://www.sougou-th.hiroshima-c.ed.jp/
広島県,広島県立賀茂高等学校,739-0043,広島県 東広島市西条西本町16-22,https://www.kamo-h.hiroshima-c.ed.jp
広島県,福山葦陽高等学校,720-0083,広島県 福山市久松台3-1-1,https://www.fukuyamaiyo-h.hiroshima-c.ed.jp/
広島県,尾道北高等学校,722-0046,広島県 尾道市長江3-7-1,https://www.onomichikita-h.hiroshima-c.ed.jp/
広島県,呉宮原高等学校,737-0024,広島県 呉市宮原3-1-1,https://www.kuremiyahara-h.hiroshima-c.ed.jp/
広島県,神辺高等学校,720-2123,広島県 福山市神辺町川北375の1,http://www.kannabe-h.hiroshima-c.ed.jp/
広島県,五日市高等学校,731-5157,広島県 広島市佐伯区観音台3-15-1,http://www.itsukaichi-h.hiroshima-c.ed.jp/
広島県,呉三津田高等学校,737-0814,広島県 呉市山手1-5-1,https://www.kuremitsuta-h.hiroshima-c.ed.jp/
広島県,音戸高等学校,737-1204,広島県 呉市音戸町北隠渡1-1-1,https://www.ondo-h.hiroshima-c.ed.jp/
広島県,西条農業高等学校,739-0046,広島県 東広島市鏡山3-16-1,https://www.saijyo-ah.hiroshima-c.ed.jp/
広島県,大竹高等学校,739-0614,広島県 大竹市白石1-3-1,https://www.otake-h.hiroshima-c.ed.jp/
広島県,瀬戸田高等学校,722-2417,広島県 尾道市瀬戸田町名荷1110-2,https://www.setoda-h.hiroshima-c.ed.jp/__top/index.htm
広島県,福山誠之館高等学校,720-0082,広島県 福山市木之庄町6-11-1,https://www.fukuyamaseishikan-h.hiroshima-c.ed.jp
広島県,黒瀬高等学校,724-0622,広島県 東広島市黒瀬町乃美尾1,https://www.kurose-h.hiroshima-c.ed.jp/
広島県,忠海高等学校,729-2314,広島県 竹原市忠海床浦4-4-1,https://www.tadanoumi-h.hiroshima-c.ed.jp/
広島県,広島県立賀茂北高等学校,739-2311,広島県 東広島市豊栄町乃美632番地,https://www.kamokita-h.hiroshima-c.ed.jp/
広島県,三原東高等学校,723-0003,広島県 三原市中之町2-7-1,http://www.miharahigashi-h.hiroshima-c.ed.jp/
広島県,尾道東高等学校,722-0043,広島県 尾道市東久保町12-1,https://www.onomichihigashi-h.hiroshima-c.ed.jp/
広島県,安古市高等学校,731-0152,広島県 広島市安佐南区毘沙門台三丁目3番1号,https://www.yasufuruichi-h.hiroshima-c.ed.jp/
広島県,三原高等学校,723-0016,広島県 三原市宮沖4-11-1,https://www.mihara-h.hiroshima-c.ed.jp/zenniti/index.html
広島県,呉工業高等学校,737-0001,広島県 呉市阿賀北2-10-1,http://www.kure-th.hiroshima-c.ed.jp/
広島県,沼南高等学校,720-0403,広島県 福山市沼隈町下山南4,http://www.syonan-h.hiroshima-c.ed.jp/
広島県,尾道商業高等学校,722-0002,広島県 尾道市古浜町20-1,https://www.onomichi-ch.hiroshima-c.ed.jp/
広島県,御調高等学校,722-0341,広島県 尾道市御調町神204-2,http://www.mitsugi-h.hiroshima-c.ed.jp/
広島県,広島県立河内高等学校,739-2202,広島県 東広島市河内町下河内10194-2,https://www.kouchi-h.hiroshima-c.ed.jp/
広島県,神辺旭高等学校,720-2126,広島県 福山市神辺町徳田75-1,https://www.kannabeasahi-h.hiroshima-c.ed.jp/
広島県,日彰館高等学校,729-4211,広島県 三次市吉舎町吉舎293-2,https://www.nitsushokan-h.hiroshima-c.ed.jp/
広島県,熊野高等学校,731-4223,広島県 安芸郡熊野町川角5丁目9-1,http://www.kumano-h.hiroshima-c.ed.jp/
広島県,安芸府中高等学校,735-0004,広島県 安芸郡府中町山田5-1-1,http://www.akifuchu-h.hiroshima-c.ed.jp/
広島県,広島県立府中高等学校,726-0032,広島県 府中市出口町898,https://www.fucyu-h.hiroshima-c.ed.jp/
広島県,府中東高等学校,726-0021,広島県 府中市土生町399-1,https://www.fucyuhigashi-h.hiroshima-c.ed.jp/
広島県,上下高等学校,729-3431,広島県 府中市上下町上下566,http://www.jyouge-h.hiroshima-c.ed.jp/
広島県,安西高等学校,731-0142,広島県 広島市安佐南区高取南2-52-1,http://www.yasunishi-h.hiroshima-c.ed.jp/
広島県,基町高等学校,730-0005,広島県 広島市中区西白島町25-1,http://www.motomachi-h.edu.city.hiroshima.jp/
広島県,三次青陵高等学校,729-6211,広島県 三次市大田幸町10656,https://www.miyoshiseiryo-h.hiroshima-c.ed.jp/
広島県,祇園北高等学校,731-0138,広島県 広島市安佐南区祇園八丁目25-1,https://www.gionkita-h.hiroshima-c.ed.jp/
広島県,西城紫水高等学校,729-5731,広島県 庄原市西城町西城345,https://www.saijyoshisui-h.hiroshima-c.ed.jp/
広島県,広島県立三次中・高等学校,728-0017,広島県 三次市南畑敷町155,https://www.miyoshi-h.hiroshima-c.ed.jp/jsh/index.html
広島県,吉田高等学校,731-0501,広島県 安芸高田市吉田町吉田719-3,https://www.yoshida-h.hiroshima-c.ed.jp/
広島県,広島県立油木高等学校,720-1812,広島県 神石郡神石高原町油木乙1965,https://www.yuki-h.hiroshima-c.ed.jp/
広島県,福山商業高等学校,720-0832,広島県 福山市水呑町3535,https://www.fukuyama-ch.hiroshima-c.ed.jp/
広島県,広島井口高等学校,733-0841,広島県 広島市西区井口明神2-11-1,https://www.inokuchi-h.hiroshima-c.ed.jp/
広島県,豊田高等学校,739-2405,広島県 東広島市安芸津町小松原1202-4,https://www.toyota-h.hiroshima-c.ed.jp/
広島県,広島県立東城高等学校,729-5125,広島県 庄原市東城町川西476-2,https://www.tojo-h.hiroshima-c.ed.jp/
広島県,福山高等学校,720-0843,広島県 福山市赤坂町赤坂910,https://www.edu.city.fukuyama.hiroshima.jp/kou-ichifuku/
広島県,大門高等学校,721-0913,広島県 福山市幕山台3-1-1,http://www.daimon-h.hiroshima-c.ed.jp
広島県,呉高等学校,737-0003,広島県 呉市阿賀中央5-13-56,https://www.city.kure.lg.jp/site/kurehighschool/
広島県,舟入高等学校,730-0847,広島県 広島市中区舟入南1-4-4,https://www.funairi-h.edu.city.hiroshima.jp/
広島県,庄原実業高等学校,727-0013,広島県 庄原市西本町1-24-34,http://www.shobara-h.hiroshima-c.ed.jp/
広島県,広島市立広島工業高等学校,734-0025,広島県 広島市南区東本浦町1-18,http://www.hiroshima-kougyo-h.edu.city.hiroshima.jp/
広島県,向原高等学校,739-1201,広島県 安芸高田市向原町坂丸山10006番1,https://www.mukaihara-h.hiroshima-c.ed.jp/
広島県,廿日市西高等学校,738-0055,広島県 廿日市市阿品台西6-1,https://www.hatsukaichinishi-h.hiroshima-c.ed.jp/
広島県,市立広島商業高等学校,732-0068,広島県 広島市東区牛田新町1-1-1,http://www.hiroshima-syogyo-h.edu.city.hiroshima.jp/
広島県,高陽高等学校,739-1741,広島県 広島市安佐北区真亀3-22-1,https://www.koyo-h.hiroshima-c.ed.jp/index.html
広島県,福山明王台高等学校,720-8502,広島県 福山市明王台二丁目4番1号,http://www.fukuyamamyoodai-h.hiroshima-c.ed.jp/
広島県,盈進高等学校,720-8504,広島県 福山市千田町千田487-4,https://www.eishin.ed.jp
広島県,比治山女子高等学校,734-0044,広島県 広島市南区西霞町5-16,https://www.hijiyamajoshi-h.ed.jp/
広島県,広島なぎさ高等学校,731-5138,広島県 広島市佐伯区海老山南2-2-1,https://www.nagisa.ed.jp/high/
広島県,武田高等学校,739-2611,広島県 東広島市黒瀬町大多田443-5,https://takeda.ed.jp/
広島県,広島中等教育学校,731-0212,広島県 広島市安佐北区三入東1-14-1,http://www.hiroshima-s.edu.city.hiroshima.jp/web2021/index.html
広島県,ＡＩＣＪ高等学校,731-0138,広島県 広島市安佐南区祇園2丁目33番16号,https://www.aicj.ed.jp/
広島県,湯来南高等学校,738-0513,広島県 広島市佐伯区湯来町伏谷1198,https://www.yukiminami-h.hiroshima-c.ed.jp/
広島県,清水ヶ丘高等学校,737-0023,広島県 呉市青山町2-1,https://www.shimizugaoka.ed.jp/
広島県,ノートルダム清心高等学校,733-0811,広島県 広島市西区己斐東1-10-1,https://www.hiro-seishin.ed.jp/
広島県,修道高等学校,730-0055,広島県 広島市中区南千田西町8-1,https://www.shudo-h.ed.jp/
広島県,尾道高等学校,722-0073,広島県 尾道市向島町5548-10,https://onomichi.ac.jp/
広島県,広島県立戸手高等学校,729-3102,広島県 福山市新市町相方200番地,https://www.tode-h.hiroshima-c.ed.jp/
広島県,崇徳高等学校,733-8511,広島県 広島市西区楠木町4-15-13,https://www.sotoku.ed.jp/
広島県,広陵高等学校,731-3164,広島県 広島市安佐南区伴東3丁目14番1号,https://www.koryo.ac.jp/
広島県,広島市立沼田高等学校,731-3164,広島県 広島市安佐南区伴東6-1-1,https://www.numata-h.edu.city.hiroshima.jp/
広島県,高陽東高等学校,739-1732,広島県 広島市安佐北区落合南8-12-1,https://www.koyohigashi-h.hiroshima-c.ed.jp/
広島県,広島桜が丘高等学校,732-0048,広島県 広島市東区山根町36-1,https://www.hsakuragaoka-h.ed.jp/
広島県,呉港高等学校,737-0141,広島県 呉市広大新開3-3-4,https://www.goko.ac.jp/
広島県,大崎海星高等学校,725-0301,広島県 豊田郡大崎上島町中野3989-1,https://www.osakikaisei-h.hiroshima-c.ed.jp/
広島県,山陽女学園高等部,738-8504,広島県 廿日市市佐方本町1-1,https://sanyo-jogakuen.ed.jp
広島県,安芸南高等学校,736-0085,広島県 広島市安芸区矢野西2-15-1,https://www.akiminami-h.hiroshima-c.ed.jp/
広島県,広島修道大学ひろしま協創高等学校,733-8622,広島県 広島市西区井口4-6-18,https://www.shudo-u.ac.jp/fuzoku/
広島県,広島女学院中学高等学校,730-0014,広島県 広島市中区上幟町11-32,https://www.hjs.ed.jp/
広島県,因島高等学校,722-2102,広島県 尾道市因島重井町5574,https://www.innoshima-h.hiroshima-c.ed.jp/
広島県,広島国際学院高等学校,736-0022,広島県 安芸郡海田町蟹原2-8-1,https://www.hi.hkg.ac.jp/
広島県,安田女子高等学校,730-0001,広島県 広島市中区白島北町1-41,https://www.yasuda-u.ac.jp/jh/
広島県,近畿大学附属広島高等学校 福山校,720-0835,広島県 福山市佐波町389番地,https://www.fukuyama.kindai.ac.jp/
広島県,広島翔洋高等学校,731-4312,広島県 安芸郡坂町平成ヶ浜3-3-16,https://www.h-shoyo.ed.jp/
広島県,広島学院高等学校,733-0875,広島県 広島市西区古江上1-630,https://www.hiroshimagakuin.ed.jp/
広島県,美鈴が丘高等学校,731-5113,広島県 広島市佐伯区美鈴が丘緑2-13-1,http://www.misuzugaoka-h.edu.city.hiroshima.jp/
広島県,並木学院福山高等学校（通信制）,720-0072,広島県 福山市吉津町12-27,http://www.eisu.ac.jp/namifuku/
広島県,福山葦陽高等学校（定時制）,720-0083,広島県 福山市久松台3-1-1,http://www.fukuyamaiyo-h.hiroshima-c.ed.jp/
広島県,東林館高等学校（通信制）,720-0814,広島県 福山市光南町1-1-35,http://www.tohrinkan.com/
広島県,クラーク記念国際高等学校　広島キャンパス（通信制）,730-0005,広島県 広島市中区西白島町7-27,
広島県,如水館高等学校,723-8501,広島県 三原市深町1183番地,https://www.josuikan.ed.jp/
広島県,東高等学校（通信制）,720-0082,広島県 福山市木之庄町6-11-2,http://www.hiroshimahigashi-h.hiroshima-c.ed.jp/
広島県,近畿大学附属広島高等学校東広島校,739-2116,広島県 東広島市高屋うめの辺2,https://hh.kindai.ac.jp/
広島県,ルネサンス高等学校　広島キャンパス（通信制）,731-5125,広島県 広島市佐伯区五日市駅前2-18-20,http://www.r-ac.jp/
広島県,松永高等学校（定時制）,729-0112,広島県 福山市神村町113,http://www.matsunaga-h.hiroshima-c.ed.jp/
広島県,呉工業高等学校（定時制）,737-0001,広島県 呉市阿賀北2-10-1,http://www.kure-th.hiroshima-c.ed.jp/kureko-z/
広島県,相生学院高等学校尾道校（通信制）,722-0036,広島県 尾道市東御所町1-2JB本四高速尾道ビル2F,http://onomichi.aigaku.gr.jp/
広島県,広高等学校（定時制）,737-0141,広島県 呉市広大新開3-6-44,http://www.hiro-h.hiroshima-c.ed.jp/
広島県,三原高等学校（定時制）,723-0016,広島県 三原市宮沖4-11-1,http://www.mihara-h.hiroshima-c.ed.jp/
広島県,竹原高等学校,725-0021,広島県 竹原市竹原町3444-1,https://www.takehara-h.hiroshima-c.ed.jp/
広島県,広島三育学院高等学校,729-1493,広島県 三原市大和町下徳良296-2,https://www.saniku.ac.jp/hiroshima/
広島県,因島高等学校（定時制）,722-2194,広島県 尾道市因島重井町5574番地,http://www.innoshima-h.hiroshima-c.ed.jp/
広島県,広島高等学校,739-2125,広島県 東広島市高屋町中島31-7,https://www.hcyuko.hiroshima-c.ed.jp/
広島県,賀茂高等学校（定時制）,739-0043,広島県 東広島市西条西本町16-22,http://www.kamo-h.hiroshima-c.ed.jp/
広島県,尾道南高等学校（定時制）,722-0046,広島県 尾道市長江2-10-34,http://www.bbbn.jp/~minamiko/
広島県,広島みらい創生高等学校（通信制）,730-0051,広島県 広島市中区大手町4-4-4,http://www.miraisousei-h.edu.city.hiroshima.jp/
広島県,福山工業高等学校（定時制）,720-0815,広島県 福山市野上町3-9-2,http://www.fukuyama-th.hiroshima-c.ed.jp/
広島県,呉三津田高等学校（定時制）,737-0814,広島県 呉市山手1-5-1,http://www.kuremitsuta-h.hiroshima-c.ed.jp/
広島県,芦品まなび学園高等学校（定時制）,729-3101,広島県 福山市新市町戸手1330,http://www.ashinamanabi-h.hiroshima-c.ed.jp/
広島県,福山誠之館高等学校（定時制）,720-0082,広島県 福山市木之庄町6-11-1,http://www.fukuyamaseishikan-h.hiroshima-c.ed.jp/teijisei/
広島県,広島工業大学高等学校（通信制）,731-3163,広島県 広島市安佐南区伴北6丁目4104-2,http://www.kodaikoko.ed.jp/encourage/
広島県,三次高等学校（定時制）,728-0017,広島県 三次市南畑敷町155,http://www.miyoshi-h.hiroshima-c.ed.jp/
広島県,並木学院高等学校（通信制）,730-0041,広島県 広島市中区小町8-32,http://www.namikigakuin.ac.jp/
広島県,宮島工業高等学校（定時制）,739-0425,広島県 廿日市市物見西2-6-1,http://www.miyajima-th.hiroshima-c.ed.jp/
広島県,広島みらい創生高等学校（定時制）,730-0051,広島県 広島市中区大手町４－４－４,
広島県,広島県立広島叡智学園高等学校,725-0303,広島県 豊田郡大崎上島町大串3137-2,http://www.higa-s.jp/what-is-higa/
広島県,東林館高等学校呉分校（通信制）,737-0004,広島県 呉市阿賀南6-4-28,http://www.tohrinkan.com/
徳島県,徳島文理高等学校,770-8054,徳島県 徳島市山城西4-20,http://www.bunri.ed.jp/
徳島県,Ｎ高等学校・Ｓ高等学校　徳島キャンパス（通信制）,770-0832,徳島県 徳島市寺島本町東3-12-6徳島駅前濱口ビル 9F,
徳島県,生光学園高等学校,771-1152,徳島県 徳島市応神町中原38,https://www.seikogakuen.ac.jp
徳島県,小松島高等学校,773-0010,徳島県 小松島市日開野町高須47-1,https://komatsushima-hs.tokushima-ec.ed.jp/
徳島県,徳島県立脇町高等学校,779-3610,徳島県 美馬市脇町脇町1270-2,https://wakimachi-hs.tokushima-ec.ed.jp/
徳島県,池田高等学校　三好校,778-0020,徳島県 三好市池田町州津大深田720,https://ikeda-miyoshi.tokushima-ec.ed.jp/
徳島県,那賀高等学校,771-5209,徳島県 那賀郡那賀町小仁宇大坪179-1,http://naka-hs.tokushima-ec.ed.jp/
徳島県,阿波高等学校,771-1493,徳島県 阿波市吉野町柿原字ヒロナカ180番地,http://awa-hs.tokushima-ec.ed.jp/
徳島県,富岡東中学・高等学校,774-0011,徳島県 阿南市領家町走寄102-2,https://tomiokahigashi-hs.tokushima-ec.ed.jp/
徳島県,池田高等学校,778-8506,徳島県 三好市池田町ウヱノ2834,https://ikeda-hs.tokushima-ec.ed.jp/
徳島県,鳴門高等学校,772-0002,徳島県 鳴門市撫養町斎田岩崎135-1,https://naruto-hs.tokushima-ec.ed.jp/
徳島県,城南高等学校,770-8064,徳島県 徳島市城南町2-2-88,http://jonan-hs.tokushima-ec.ed.jp/
徳島県,海部高等学校,775-0203,徳島県 海部郡海陽町大里古畑58-2,http://kaifu-hs.tokushima-ec.ed.jp/
徳島県,城北高等学校,770-0003,徳島県 徳島市北田宮4-13-6,http://johoku-hs.tokushima-ec.ed.jp/
徳島県,徳島商業高等学校,770-0862,徳島県 徳島市城東町1-4-1,http://tokusho.tokushima-ec.ed.jp/
徳島県,城西高等学校・神山校,771-3311,徳島県 名西郡神山町神領字北399,https://joseikamiyama-hs.tokushima-ec.ed.jp/
徳島県,城西高等学校,770-0046,徳島県 徳島市鮎喰町2-1,http://josei-hs.tokushima-ec.ed.jp/
徳島県,つるぎ高等学校,779-4101,徳島県 美馬郡つるぎ町貞光馬出63-2,https://tsurugi-hs.tokushima-ec.ed.jp/
徳島県,池田高等学校　辻校,779-4802,徳島県 三好市井川町御領田61-1,http://ikeda-tsuji.tokushima-ec.ed.jp/
徳島県,阿南光高等学校,774-0045,徳島県 阿南市宝田町今市中新開10-6,https://ananhikari-hs.tokushima-ec.ed.jp/
徳島県,阿波西高等学校,771-1701,徳島県 阿波市阿波町下喜来南228-1,http://awanishi-hs.tokushima-ec.ed.jp/
徳島県,富岡東高等学校・羽ノ浦校,779-1101,徳島県 阿南市羽ノ浦町中庄市50-1,https://tomihigashihanoura-hs.tokushima-ec.ed.jp
徳島県,川島高等学校,779-3303,徳島県 吉野川市川島町桑村367-3,http://kawashima-hs.tokushima-ec.ed.jp/
徳島県,小松島西高等学校,773-0015,徳島県 小松島市中田町字原ノ下28-1,http://komatsushimanishi-hs.tokushima-ec.ed.jp/
徳島県,城東高等学校,770-0853,徳島県 徳島市中徳島町1-5,https://joto-hs.tokushima-ec.ed.jp/
徳島県,徳島科学技術高等学校,770-0006,徳島県 徳島市北矢三町2-1-1,https://tokushima-hst.tokushima-ec.ed.jp/
徳島県,板野高等学校,779-0102,徳島県 板野郡板野町川端関ノ本47,http://itano-hs.tokushima-ec.ed.jp/
徳島県,穴吹高等学校,777-0005,徳島県 美馬市穴吹町穴吹岡33,http://anabuki-hs.tokushima-ec.ed.jp/
徳島県,富岡西高等学校,774-0030,徳島県 阿南市富岡町小山18-3,https://tomiokanishi-hs.tokushima-ec.ed.jp/
徳島県,小松島西高等学校勝浦校,771-4305,徳島県 勝浦郡勝浦町大字久国字屋原1,http://komatsushimanishi_katsuura.tokushima-ec.ed.jp
徳島県,徳島市立高等学校,770-0872,徳島県 徳島市北沖洲1-15-60,https://www.tokushima-m-hs.ed.jp/
徳島県,池田高等学校（定時制）,778-8506,徳島県 三好市池田町ウヱノ2834,http://ikeda-phs.tokushima-ec.ed.jp/
徳島県,鳴門高等学校（定時制）,772-0002,徳島県 鳴門市撫養町斎田岩崎135-1,http://naruto-phs.tokushima-ec.ed.jp/
徳島県,徳島中央高等学校（定時制）,770-0006,徳島県 徳島市北矢三町1-3-8,http://www.tokushimachuo.tokushima-ec.ed.jp/
