都道府県,高校名,郵便番号,住所,学校独自URL
岐阜県,大垣養老高等学校,503-1305,岐阜県 養老郡養老町祖父江向野1418-4,http://school.gifu-net.ed.jp/oyourou-hs/
岐阜県,岐阜工業高等学校,501-6083,岐阜県 羽島郡笠松町常盤町1700,https://school.gifu-net.ed.jp/gifu-ths/zennichi/
岐阜県,大垣東高等学校,503-0857,岐阜県 大垣市美和町1784,https://school.gifu-net.ed.jp/ogkhigasi-hs/
岐阜県,不破高等学校,503-2124,岐阜県 不破郡垂井町宮代1919-1,https://school.gifu-net.ed.jp/wordpress/fuwa-hs/
岐阜県,加納高等学校,500-8276,岐阜県 岐阜市加納南陽町3-17,https://school.gifu-net.ed.jp/kano-hs/index.html
岐阜県,羽島北高等学校,501-6112,岐阜県 岐阜市柳津町北塚3-110,http://school.gifu-net.ed.jp/hasikita-hs/
岐阜県,恵那高等学校,509-7201,岐阜県 恵那市大井町1023-1,http://school.gifu-net.ed.jp/ena-hs/
岐阜県,飛騨高山高等学校,506-0052,岐阜県 高山市下岡本町2000-30,http://school.gifu-net.ed.jp/htakayama-hs/index.html
岐阜県,関商工高等学校,501-3938,岐阜県 関市桐ヶ丘1丁目1番地,https://www.sekishoko-h.jp/
岐阜県,加茂高等学校,505-0027,岐阜県 美濃加茂市本郷町2-6-78,https://school.gifu-net.ed.jp/kamo-hs/
岐阜県,益田清風高等学校,509-2593,岐阜県 下呂市萩原町萩原326-1,http://school.gifu-net.ed.jp/mseifu-hs/
岐阜県,加茂農林高等学校,505-0027,岐阜県 美濃加茂市本郷町3-3-13,https://school.gifu-net.ed.jp/kamo-ahs/
岐阜県,岐阜市立岐阜商業高等学校,501-0115,岐阜県 岐阜市鏡島南2-7-1,https://www.shigisho.ed.jp/
岐阜県,恵那南高等学校,509-7793,岐阜県 恵那市明智町41-2,https://school.gifu-net.ed.jp/wordpress/enaminami-hs/
岐阜県,多治見工業高等学校,507-8605,岐阜県 多治見市陶元町207,https://school.gifu-net.ed.jp/wordpress/tajimi-ths/
岐阜県,東濃フロンティア高等学校（三部制・単位制）,509-5101,岐阜県 土岐市泉町河合1127-8,https://school.gifu-net.ed.jp/wordpress/tonofront-hs/
岐阜県,多治見高等学校,507-0804,岐阜県 多治見市坂上町9-141,http://school.gifu-net.ed.jp/tajimi-hs/
岐阜県,瑞浪高等学校,509-6196,岐阜県 瑞浪市土岐町7942番地,http://school.gifu-net.ed.jp/mizunami-hs/
岐阜県,土岐紅陵高等学校,509-5202,岐阜県 土岐市下石町1795-12,https://school.gifu-net.ed.jp/wordpress/tokikoryo-hs/
岐阜県,八百津高等学校,505-0303,岐阜県 加茂郡八百津町伊岐津志2803-6,https://school.gifu-net.ed.jp/yaotsu-hs/
岐阜県,関高等学校,501-3903,岐阜県 関市桜ヶ丘2-1-1,https://school.gifu-net.ed.jp/seki-hs/
岐阜県,高山工業高等学校,506-0032,岐阜県 高山市千島町291,https://school.gifu-net.ed.jp/wordpress/takayama-ths/
岐阜県,吉城高等学校,509-4212,岐阜県 飛騨市古川町上気多1987-2,https://school.gifu-net.ed.jp/wordpress/yosiki-hs/
岐阜県,可児工業高等学校,509-0202,岐阜県 可児市中恵土2358-1,https://school.gifu-net.ed.jp/kani-ths/index.html
岐阜県,坂下高等学校,509-9232,岐阜県 中津川市坂下624-1,http://school.gifu-net.ed.jp/sakasita-hs/
岐阜県,東濃高等学校,505-0116,岐阜県 可児郡御嵩町御嵩2854-1,https://school.gifu-net.ed.jp/tono-hs/
岐阜県,中津川工業高等学校,509-9131,岐阜県 中津川市千旦林1521-3,https://school.gifu-net.ed.jp/nakatgawa-ths/
岐阜県,恵那農業高等学校,509-7201,岐阜県 恵那市大井町2625-17,https://school.gifu-net.ed.jp/ena-ahs/
岐阜県,多治見北高等学校,507-0022,岐阜県 多治見市上山町2-49,http://school.gifu-net.ed.jp/tajimikita-hs/
岐阜県,中津商業高等学校,508-0011,岐阜県 中津川市駒場大岩1646,https://school.gifu-net.ed.jp/wordpress/nakatsu-chs/
岐阜県,土岐商業高等学校,509-5122,岐阜県 土岐市土岐津町土岐口1259-1,http://school.gifu-net.ed.jp/toki-chs/
岐阜県,岐阜各務野高等学校,509-0141,岐阜県 各務原市鵜沼各務原町8-7-2,http://school.gifu-net.ed.jp/gkakamino-hs/
岐阜県,中津高等学校,508-0001,岐阜県 中津川市中津川1088-2,https://school.gifu-net.ed.jp/nakatsu-hs/
岐阜県,斐太高等学校,506-0807,岐阜県 高山市三福寺町736,https://school.gifu-net.ed.jp/wordpress/hida-hs/
岐阜県,東濃実業高等学校,505-0125,岐阜県 可児郡御嵩町伏見891,http://school.gifu-net.ed.jp/tojitsu-chs/
岐阜県,飛騨高山高等学校（定時制）,506-0052,岐阜県 高山市下岡本町2000-30,http://school.gifu-net.ed.jp/htakayama-hs/teiji/
岐阜県,聖マリア女学院高等学校,501-2565,岐阜県 岐阜市福富201,https://maria.ed.jp/
岐阜県,岐阜工業高等学校（定時制）,501-6083,岐阜県 羽島郡笠松町常盤町1700,http://www.gifu-ths.ed.jp/
岐阜県,中津高等学校（定時制）,508-0001,岐阜県 中津川市中津川1088-2,http://school.gifu-net.ed.jp/nakatsu-hs/
岐阜県,可児高等学校,509-0241,岐阜県 可児市坂戸987-2,https://school.gifu-net.ed.jp/wordpress/kani-hs/
岐阜県,帝京大学可児高等学校,509-0237,岐阜県 可児市桂ケ丘1-1,https://www.teikyo-kani.ed.jp/
岐阜県,岐阜城北高等学校,502-0004,岐阜県 岐阜市三田洞465-1,http://school.gifu-net.ed.jp/jyohoku-hs/
岐阜県,加茂高等学校（定時制）,505-0027,岐阜県 美濃加茂市本郷町2-6-78,http://school.gifu-net.ed.jp/kamo-hs/teiji/
岐阜県,岐阜第一高等学校,501-0407,岐阜県 本巣市仏生寺884-7,https://www.gifu-daiichi.ed.jp/
岐阜県,富田高等学校,500-8765,岐阜県 岐阜市野一色4-17-1,https://www.tomita.ac.jp/
岐阜県,華陽フロンティア高等学校（定時制）,500-8286,岐阜県 岐阜市西鶉6-69,http://school.gifu-net.ed.jp/kayofront-hs/teiji/topT.htm
岐阜県,飛騨神岡高等学校,506-1143,岐阜県 飛騨市神岡町小萱2138-2,https://school.gifu-net.ed.jp/wordpress/hidakami-hs/
岐阜県,済美高等学校,500-8741,岐阜県 岐阜市正法寺町33,https://www.gifu-seibi.ed.jp/
岐阜県,岐阜東高等学校,500-8765,岐阜県 岐阜市野一色4-17-1,https://www.gito.ed.jp/
岐阜県,各務原西高等学校,504-8545,岐阜県 各務原市那加東亜町24-1,http://school.gifu-net.ed.jp/kakunisi-hs/
岐阜県,大垣西高等学校,503-8520,岐阜県 大垣市中曽根町大畔147-1,https://school.gifu-net.ed.jp/ogknisi-hs/
岐阜県,大垣商業高等学校（定時制）,503-0002,岐阜県 大垣市開発町4-300,http://school.gifu-net.ed.jp/ogaki-chs
岐阜県,大垣工業高等学校（定時制）,503-8521,岐阜県 大垣市南若森町301-1,http://school.gifu-net.ed.jp/ogaki-ths/teiji/
岐阜県,岐阜総合学園高等学校,500-8289,岐阜県 岐阜市須賀2-7-25,https://school.gifu-net.ed.jp/wordpress/sogo-hs/
岐阜県,高山西高等学校,506-0059,岐阜県 高山市下林町353番地,https://takanishi.ed.jp/
岐阜県,海津明誠高等学校,503-0653,岐阜県 海津市海津町高須町11-1,http://school.gifu-net.ed.jp/kaikita-hs/index.html
岐阜県,多治見西高等学校,507-0072,岐阜県 多治見市明和町1,https://www.tajiminishi.ed.jp/high/
岐阜県,岐阜女子高等学校,501-6002,岐阜県 羽島郡岐南町三宅1-130,https://www.gifujoshi.ed.jp/
岐阜県,鶯谷高等学校,500-8053,岐阜県 岐阜市鶯谷町7,https://www.mirai.ne.jp/~uguisu/
岐阜県,美濃加茂高等学校,505-0027,岐阜県 美濃加茂市本郷町7-6-60,http://www.minokamo.ed.jp/
岐阜県,岐阜聖徳学園高等学校,500-8288,岐阜県 岐阜市中鶉1-50,https://www.shotoku.jp/gsh/
岐阜県,関商工高等学校（定時制）,501-3936,岐阜県 関市倉知4909-45,http://www.sekishoko-h.ed.jp/
岐阜県,大垣日本大学高等学校,503-0015,岐阜県 大垣市林町6-5,https://www.ogaki.ac.jp/
岐阜県,県立岐阜商業高等学校（定時制）,502-0931,岐阜県 岐阜市則武新屋敷1816-6,http://school.gifu-net.ed.jp/gifu-chs/
岐阜県,池田高等学校,503-2495,岐阜県 揖斐郡池田町六之井242-1,https://school.gifu-net.ed.jp/wordpress/ikeda-hs/
岐阜県,華陽フロンティア高等学校（通信制）,500-8286,岐阜県 岐阜市西鶉6-69,http://school.gifu-net.ed.jp/kayofront-hs/
岐阜県,飛騨高山高等学校（通信制）,506-0052,岐阜県 高山市下岡本町2000-30,http://school.gifu-net.ed.jp/htakayama-hs/teiji/
岐阜県,西濃桃李高等学校 （通信制）,503-0887,岐阜県 大垣市郭町3-209,https://fukuta.ac.jp/
岐阜県,啓晴高等学校（通信制）,500-8407,岐阜県 岐阜市高砂町2-8,
岐阜県,阿木高等学校（定時制）,509-7321,岐阜県 中津川市阿木119,http://www.city.nakatsugawa.gifu.jp/kyouiku/agikou/
岐阜県,城南高等学校（通信制）,500-8238,岐阜県 岐阜市細畑１丁目１０番地１４,
岐阜県,ぎふ国際高等学校（通信制）,500-8856,岐阜県 岐阜市橋本町3丁目9番,http://gifu-kokusai.denpa.jp
岐阜県,清凌高等学校（通信制）,503-0883,岐阜県 大垣市清水町65-3,http://seiryo.hirano.ac.jp/
岡山県,興譲館高等学校（通信制）,715-0006,岡山県 井原市西江原町2257-1,http://kojokan.net
岡山県,岡山県共生高等学校,718-0011,岡山県 新見市新見2032-4,http://www.kyousei.ed.jp/
岡山県,創志学園高等学校,700-0054,岡山県 岡山市北区下伊福西町7-38,https://www.soshigakuen.ed.jp/
岡山県,金光学園高等学校,719-0104,岡山県 浅口市金光町占見新田1350,https://www.konkougakuen.net/high/
岡山県,Ｎ高等学校・Ｓ高等学校　岡山キャンパス（通信制）,700-0907,岡山県 岡山市北区下石井1-1-3日本生命岡山第二ビル・新館３階・４階,
岡山県,倉敷工業高等学校,710-0826,岡山県 倉敷市老松町4-9-1,https://www.kurako.okayama-c.ed.jp/
岡山県,作陽学園高等学校,713-8113,岡山県 倉敷市玉島八島1541-1,https://www.sakuyo-h.ed.jp/
岡山県,興譲館高等学校,715-0006,岡山県 井原市西江原町2257-1,https://www.kojokan-h.ed.jp/
岡山県,玉野商工高等学校,706-0012,岡山県 玉野市玉6-1-1,http://www.tamanosho.ed.jp/
岡山県,勝山高等学校蒜山校地,717-0505,岡山県 真庭市蒜山上長田4,https://www.hiruzen.okayama-c.ed.jp/
岡山県,真庭高等学校,719-3144,岡山県 真庭市落合垂水448-1,https://www.maniwa.okayama-c.ed.jp/
岡山県,Ｎ高等学校・Ｓ高等学校　倉敷キャンパス（通信制）,710-0057,岡山県 倉敷市昭和2-4-6倉敷アークスクエア1F,
岡山県,笠岡工業高等学校,714-0043,岡山県 笠岡市横島808,https://www.kasako.okayama-c.ed.jp/
岡山県,岡山商科大学附属高等学校,700-0807,岡山県 岡山市北区南方5-2-45,https://www.osu-h.ed.jp/
岡山県,倉敷商業高等学校,710-0824,岡山県 倉敷市白楽町545,https://www.kurasho.okayama-c.ed.jp/
岡山県,岡山操山高等学校,703-8573,岡山県 岡山市中区浜412,http://www.sozan.okayama-c.ed.jp/
岡山県,岡山芳泉高等学校,702-8503,岡山県 岡山市南区芳泉3-1-1,https://www.hosen.okayama-c.ed.jp/
岡山県,津山工業高等学校,708-0004,岡山県 津山市山北411-1,https://www.tsukou.okayama-c.ed.jp/
岡山県,倉敷南高等学校,710-0842,岡山県 倉敷市吉岡330,https://www.kuramina.okayama-c.ed.jp/
岡山県,岡山県立倉敷青陵高等学校,710-0043,岡山県 倉敷市羽島1046-2,https://www.seiryo.okayama-c.ed.jp/wp/
岡山県,倉敷中央高等学校,710-0845,岡山県 倉敷市西富井1384,https://www.kurachuo.okayama-c.ed.jp
岡山県,岡山県立岡山工業高等学校,700-0013,岡山県 岡山市北区伊福町4-3-92,https://www.okako.okayama-c.ed.jp/
岡山県,岡山朝日高等学校,703-8278,岡山県 岡山市中区古京町2-2-21,https://www.asahi.okayama-c.ed.jp/
岡山県,岡山南高等学校,700-0933,岡山県 岡山市北区奥田2-4-7,https://www.okaminam.okayama-c.ed.jp/
岡山県,東岡山工業高等学校,703-8217,岡山県 岡山市中区土田290-1,https://www.toko.okayama-c.ed.jp/wp/
岡山県,津山高等学校,708-0051,岡山県 津山市椿高下62,https://www.tuyama.okayama-c.ed.jp/
岡山県,倉敷天城高等学校,710-0132,岡山県 倉敷市藤戸町天城269,https://www.amaki.okayama-c.ed.jp/wordpress/
岡山県,水島工業高等学校,710-0807,岡山県 倉敷市西阿知町1230,https://www.mizuko.okayama-c.ed.jp/
岡山県,岡山東商業高等学校,703-8281,岡山県 岡山市中区東山3-1-6,https://www.higasho.okayama-c.ed.jp/
岡山県,岡山一宮高等学校,701-1202,岡山県 岡山市北区楢津221,https://www.itinomiy.okayama-c.ed.jp/itiko.htm
岡山県,新見高等学校,718-0011,岡山県 新見市新見1394,https://www.niimi.okayama-c.ed.jp/wp/
岡山県,高松農業高等学校,701-1334,岡山県 岡山市北区高松原古才336-2,https://www.takano.okayama-c.ed.jp/
岡山県,倉敷市立倉敷翔南高等学校（定時制・単位制）,711-0937,岡山県 倉敷市児島稗田町160,https://www.kurashiki-oky.ed.jp/kurashiki-shonan-h/
岡山県,津山東高等学校,708-0822,岡山県 津山市林田1200,https://www.tuhigasi.okayama-c.ed.jp/wp/
岡山県,鴨方高等学校,719-0243,岡山県 浅口市鴨方町鴨方819,https://www.kamogata.okayama-c.ed.jp/
岡山県,玉野高等学校,706-8555,岡山県 玉野市築港3-11-1,https://www.tamano.okayama-c.ed.jp/
岡山県,林野高等学校,707-0046,岡山県 美作市三倉田58-1,https://www.hayasino.okayama-c.ed.jp/
岡山県,瀬戸高等学校,709-0876,岡山県 岡山市東区瀬戸町光明谷316-1,https://www.seto.okayama-c.ed.jp/
岡山県,井原高等学校,715-0019,岡山県 井原市井原町1802,https://www.ibara.okayama-c.ed.jp/
岡山県,玉野光南高等学校,706-0226,岡山県 玉野市東七区244,https://www.konan.okayama-c.ed.jp/
岡山県,笠岡商業高等学校,714-0081,岡山県 笠岡市笠岡3203,https://www.kasasho.okayama-c.ed.jp/
岡山県,総社高等学校,719-1126,岡山県 総社市総社3-9-1,http://www.soja.okayama-c.ed.jp/
岡山県,高梁高等学校,716-0004,岡山県 高梁市内山下38,https://www.takahasi.okayama-c.ed.jp/wp/
岡山県,倉敷鷲羽高等学校,711-0915,岡山県 倉敷市児島味野山田町2301,https://www.washu.okayama-c.ed.jp/
岡山県,岡山県立津山商業高等学校,708-0004,岡山県 津山市山北531,https://www.tusho.okayama-c.ed.jp/
岡山県,勝山高等学校,717-0013,岡山県 真庭市勝山481,https://www.katuyama.okayama-c.ed.jp/
岡山県,勝間田高等学校,709-4316,岡山県 勝田郡勝央町勝間田47,https://www.katumada.okayama-c.ed.jp/
岡山県,笠岡高等学校,714-0081,岡山県 笠岡市笠岡3073-2,https://www.kasaoka.okayama-c.ed.jp/wp/
岡山県,興陽高等学校,701-0297,岡山県 岡山市南区藤田1500,https://www.koyohigh.okayama-c.ed.jp/
岡山県,県立玉島高等学校,713-8121,岡山県 倉敷市玉島阿賀崎3-1-1,https://www.tamasima.okayama-c.ed.jp/
岡山県,邑久高等学校,701-4221,岡山県 瀬戸内市邑久町尾張404,https://www.oku.okayama-c.ed.jp/wp/
岡山県,岡山御津高等学校,709-2133,岡山県 岡山市北区御津金川940,http://www.mitsu.okayama-c.ed.jp/
岡山県,西大寺高等学校,704-8112,岡山県 岡山市東区西大寺上2-1-17,http://www.saidaizi.okayama-c.ed.jp/wordpress/
岡山県,和気閑谷高等学校,709-0422,岡山県 和気郡和気町尺所15,https://www.wakesizu.okayama-c.ed.jp/
岡山県,高梁城南高等学校,716-0043,岡山県 高梁市原田北町1216-1,https://www.jonan.okayama-c.ed.jp/
岡山県,倉敷古城池高等学校,712-8046,岡山県 倉敷市福田町古新田116-1,https://www.kojoike.okayama-c.ed.jp/
岡山県,瀬戸南高等学校,709-0855,岡山県 岡山市東区瀬戸町沖88,http://www.setomina.okayama-c.ed.jp/
岡山県,矢掛高等学校,714-1201,岡山県 小田郡矢掛町矢掛1776-2,https://www.yakage.okayama-c.ed.jp/
岡山県,岡山県立玉島商業高等学校,713-8122,岡山県 倉敷市玉島中央町2-9-30,https://www.tamasho.okayama-c.ed.jp/wordpress/
岡山県,宇治高等学校（定時制）,719-2232,岡山県 高梁市宇治町宇治1686,http://www.kibi.ne.jp/~uji-hi/
岡山県,おかやま山陽高等学校,719-0252,岡山県 浅口市鴨方町六条院中2069,https://www.okayama-sanyo-hs.ed.jp/
岡山県,精思高等学校（定時制）,710-0816,岡山県 倉敷市八王寺町199-3,http://www2.kct.ne.jp/~seishi/
岡山県,松山高等学校（定時制）,716-0043,岡山県 高梁市原田北町1216-1,http://ww31.tiki.ne.jp/~matsuyama/
岡山県,岡山城東高等学校,703-8222,岡山県 岡山市中区下110,https://www.joto.okayama-c.ed.jp/
岡山県,岡山市立岡山後楽館高等学校,700-0807,岡山県 岡山市北区南方1-3-15,http://www.city-okayama.ed.jp/~korakukan/
岡山県,山陽学園高等学校,703-8275,岡山県 岡山市中区門田屋敷2-2-16,https://www.sanyogakuen.ed.jp/
